Manteniment dependències municipals,9208,22100,,2015-04-30,A61797536,GAS NATURAL COMERCIALIZADORA SA,,CONSUM ENERGIA ELCTRICA DM DE 01042015 A 30042015 C CERVANTES 0126 Piso BJ 08191 RUBI RUBI BARCELONA,2772.11,
Manteniment dependències municipals,9208,22100,,2015-04-30,A61797536,GAS NATURAL COMERCIALIZADORA SA,,CONSUM ENERGIA ELCTRICA DM DE 01042015 A 30042015 C ANTONI SEDO 0091 Piso BJ 08191 RUBI RUBI BARCELONA,1499.93,
Manteniment dependències municipals,9208,22100,,2015-04-30,A61797536,GAS NATURAL COMERCIALIZADORA SA,,CONSUM ENERGIA ELCTRICA DM DE 01042015 A 30042015 C MARCONI SN Piso BJ 08191 RUBI RUBI BARCELONA,1606.05,
Manteniment dependències municipals,9208,22100,,2015-04-30,A61797536,GAS NATURAL COMERCIALIZADORA SA,,CONSUM ENERGIA ELCTRICA DM DE 01042015 A 30042015 C GENERAL PRIM 3335 LOCAL 08191 RUBI RUBI BARCELONA,913.51,
Manteniment dependències municipals,9208,22100,,2015-04-30,A61797536,GAS NATURAL COMERCIALIZADORA SA,,CONSUM ENERGIA ELCTRICA DM DE 01042015 A 30042015 C ANTON DE BORJA SN 08191 RUBI RUBI BARCELONA,1227.9,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,1422.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUACONSUM Facturació període 1er Trimestre 2015,7.94,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUACONSUM Facturació període 1er trimestre 2015,214.9,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUACONSUMFacturació període 1er trimestre 2015,38.91,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,AIGUACONSUMCONSUM Facturació període 1er trimestre 2015,21.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,13.05,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,17.13,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.23,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,119.99,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.23,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,6.69,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,17.13,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,7301.08,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DENERGIA ELECTRICA 1ER TRIMESTRE 2015,4.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,28.22,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,4.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,13.51,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,6.07,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,10.1,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DENERGIA 1ER TRIMESTRE 2015,4.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,13.51,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,4.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,12.87,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.08,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.23,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,4.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,270.14,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,18.22,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.08,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,18.42,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,292.39,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.08,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DENERGIA 1ER TRIMESTRE 2015,8.23,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,9.48,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,4.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,4.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,302.58,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.08,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,90.81,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.08,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,145.4,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,18.07,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,23.68,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.23,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,18.22,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,20.54,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,20.4,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,358.12,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DENERGIA 1ER TRIMESTRE 2015,11.5,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,161.63,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,4.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,81.69,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,13.51,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.13,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,527.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,790.98,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.13,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,17.13,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.13,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,9.63,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,4.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,6.07,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2105,147.48,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,412.72,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,17.13,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,17.13,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,6.07,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.23,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.23,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE,4.67,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.23,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.08,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,13.05,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT AIGUA 1ER TRIMESTRE 2015,196.39,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,229.07,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,118.14,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,121.34,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,6.54,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,7.01,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,13.05,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,9.63,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,81.43,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,19,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA1ER TRIMESTRE 2015,13.05,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,33.89,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.56,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.1,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,5.76,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,88.22,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,17.13,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.08,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,8.84,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 1ER TRIMESTRE 2015,13.05,
Manteniment dependències municipals,9208,22101,,2015-02-24,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,AIGUAQUOTA DE SERVEI Període del 08012015 al 31032015,13.09,
Manteniment dependències municipals,9208,22101,,2015-05-11,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 2ON TRIMESTRE 2015,28.43,
Manteniment dependències municipals,9208,22101,,2015-05-11,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 2ON TRIMESTRE 2015,28.43,
Manteniment dependències municipals,9208,22101,,2015-05-11,A08146367,SOREA SOC REGIONAL ABASTECIM AGUAS SA,,SUBMINISTRAMENT DAIGUA 2ON TRIMESTRE 2015,38.03,
Recollida i eliminació de residus,1621,2279901,,2015-04-30,A58035031,ECO EQUIP SA MUNICIPAL,,SERVEI DE TRANSFERENCIA ENVASOS,422.62,
Ciutadania i civisme,2313,22799,,2015-04-30,R5800395E,FUNDACIÓ PIA AUTONOMA INSTITUT PERE TARRES D'EDUCACIO EN L'ESPLAI,,SERVEI MUNICIPAL DE MEDIACIÓ CIUTADANA DURANT EL MES DABRIL DE 2015,5330.61,
Gestió del patrimoni,9330,62204,,2015-05-14,B64059462,MONTAJES Y AISLAMIENTOS PORRAS SL,,Coberta Nau dels Castellers,25031.51,
Manteniment dependències municipals,9208,22100,,2015-04-30,A61797536,GAS NATURAL COMERCIALIZADORA SA,,CONSUM ENERGIA ELCTRICA DM DE 26032015 A 28042015 C SANT IGNASI 0018 Piso BJ 08191 RUBI RUBI BARCELONA,151.18,
Manteniment dependències municipals,9208,22100,,2015-04-30,A61797536,GAS NATURAL COMERCIALIZADORA SA,,CONSUM ENERGIA ELCTRICA DM DE 26032015 A 28042015 PG FRANCESC MACIA 65 02 01 08191 RUBI RUBI BARCELONA,49.3,
Manteniment dependències municipals,9208,22102,,2015-04-22,A08431090,GAS NATURAL SERVICIOS SDG SA,,CONSUM GAS 07022015 09042015 99900 KWH x 00551 EURKWH CUPS ES0217010111024004DE Direccion PS JOAQUIM BLUME,127.62,
Manteniment dependències municipals,9208,22102,,2015-04-22,A08431090,GAS NATURAL SERVICIOS SDG SA,,CONSUM GAS 13022015 15042015 2192200 KWH x 004807 EURKWH CUPS ES0230010286785046RV Direccion PS MONTURIOL53,1362.18,
Manteniment dependències municipals,9208,22102,,2015-04-22,A08431090,GAS NATURAL SERVICIOS SDG SA,,TERME FIX 13022015 15042015 6200 DIES x 029063 EURDIES CUPS ES0230010288936589YW Direccion PS CASTELLBISBAL1,24.89,
Manteniment dependències municipals,9208,22102,,2015-04-22,A08431090,GAS NATURAL SERVICIOS SDG SA,,CONSUM GAS 13022015 15042015 136600 KWH x 004807 EURKWH CUPS ES0230010295371675CX Direccion PS SABADELL KM,108.22,
Manteniment dependències municipals,9208,22102,,2015-04-22,A65067332,GAS NATURAL S U R SDG S.A,,CONSUM GAS 13022015 15042015 331700 KWH x 004808 EURKWH CUPS ES0230010267725690RW Direccion PS TORRES2 0819,227.24,
Manteniment dependències municipals,9208,22102,,2015-04-22,A65067332,GAS NATURAL S U R SDG S.A,,CONSUM GAS 13022015 15042015 1102000 KWH x 004807 EURKWH CUPS ES0230010279734712DB Direccion PS DOCTOR FERRA,697.12,
Museus,3330,22602,,2015-05-25,B62079363,IDEA PRINT SL,,PRODUCCIÓ i INSTAL DE GRFIQUES EXPO SOMORROSTRO,1227.8,
Promoció de l'ocupació,2410,22602,,2015-05-26,J65587990,PORTAL RUBI SCP,,Banner capalea Jornada FP,121,
Gerència,9125,22602,,2015-05-26,J65587990,PORTAL RUBI SCP,,Banner capalera Open Data Rubí 18 dies,377.52,
Promoció de l'ocupació,2410,22602,,2015-05-08,B65490526,PEREA PARTNERS SL,,Vidrieres per lentradavinil blanc de lona per expositor roll up per la conferncia Consell de la Formació a Rubí,816.75,
Neteja viària,1630,22700,,2015-05-26,A28037224,FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA,,SERVEI DE NETEJA VIRIA MAIG 2015,209000,
Recollida i eliminació de residus,1621,22799,,2015-05-26,A28037224,FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA,,Regularització de la factura de prestació del servei de recollida abril 2015,18620.15,
